ID, Station Name, Latitude (deg), Longitude (deg), Ellipsoidal Elevation (m), X (m), Y (m), Z (m), Epoch Date (YYYYMMDD)
STAY, STAY_206,           44.8307072051, -122.8208606241,  110.88575, -2455840.93678, -3807673.90390,  4474103.77666, 20230515
STEM, STEM_G61,           61.5496449526, -149.3269464148,   43.24587, -2620219.19613, -1554106.03247,  5584817.30579, 20230517
STJO, St._Johns,          47.5952415685,  -52.6777527116,  152.83482,  2612630.81602, -3426807.06787,  4686758.00053, 20230517
SUP3, Newberry,           46.3026642541,  -85.5128075826,  221.67981,   345351.33188, -4400681.07114,  4588713.77952, 20230517
SUTB, SUTB_BARD_CN1997,   39.2058359696, -121.8206028958,  616.56244, -2609623.42692, -4205514.30885,  4010439.74732, 20230517
SUTW, SUTW_CHIG_AK2021,   56.5764256740, -157.1082794211,  227.65557, -3244224.11750, -1369861.50344,  5300254.81865, 20230517
SVIC, Surveyor's_Ice_C,   43.6430624480, -121.2532783997, 1751.35006, -2399139.60840, -3953149.67886,  4380686.48678, 20230517
SVIN, St_Vincents,        38.0331815280, -122.5263243683,  -27.54968, -2704640.72318, -4241134.24375,  3908328.61531, 20230517
SWNB, Southwest_of_New,   43.6727369147, -121.3554466712, 1550.36369, -2404924.61752, -3946796.96276,  4382933.64878, 20230517
SYNG, Santa_Ynez_FS3,     34.6072329392, -120.0695608805,  167.86949, -2633240.97819, -4548146.27293,  3602184.45463, 20230517
T3RP, Mt_Tamalpais_Mid,   37.9278912366, -122.5882609532,  732.38277, -2713420.22121, -4244772.78575,  3899583.98595, 20230517
TACO, TACO,               47.2288668197, -122.4715087659,   81.10403, -2329576.52822, -3660718.47386,  4659139.76183, 20230517
TALH, Tallahassee,        30.3965293072,  -84.3558505783,   -7.26397,   541527.47332, -5479445.77965,  3208362.07369, 20230517
TALL, Tallulah,           32.4003381347,  -91.1830127785,    6.10365,  -111290.34856, -5389258.02706,  3398000.13873, 20230517
TDLS, THE_DALLES,         45.6077103458, -121.1295083378,   26.51628, -2310667.80267, -3825981.30643,  4534870.85326, 20230517
TECO, APASCO_CementFa,    18.9845535674, -103.8610210703,  213.26253, -1445442.08245, -5857847.08287,  2061802.12104, 20230517
TEG2, Tegucigalpa,        14.0900745239,  -87.2056436853,  951.36621,   301692.88253, -6181037.62701,  1542881.32872, 20230517
TEHA, Tehachapi_Mainte,   35.1430599779, -118.4697969892, 1174.65592, -2489431.17298, -4590731.16640,  3651532.72968, 20230504
TFNO, Tofino,             49.1541425202, -125.9078392602,   -3.83745, -2451194.61064, -3385217.32899,  4801784.84072, 20230517
TGDR, Baraho_TG_DR2015,   18.2080471974,  -71.0919591367,  -27.17315,  1963979.80622, -5733689.74834,  1980262.98714, 20230517
TGUA, Guacamole,          46.2191963401, -122.1923339187, 1618.29647, -2355814.90769, -3742080.86481,  4583307.32761, 20230514
THAR, MSH_HarryRWA2006,   46.2752508966, -122.1740363746, 1430.59953, -2352153.46156, -3738912.67863,  4587481.68319, 20230514
THCP, THCP_SCGN_CS2000,   35.1581832891, -118.4145750313, 1652.42165, -2484731.57469, -4592622.15001,  3653179.96148, 20230517
THM2, ThurstonM2CA2021,   33.5495455833, -117.7668185230,  188.32540, -2479006.24674, -4708461.20722,  3505019.50031, 20230517
THMG, Thermal_Canyon,     33.6506403251, -116.0772528369,   33.64254, -2336318.86343, -4773816.41797,  3514273.54922, 20230517
THU2, Thule,              76.5370480929,  -68.8250496741,   36.21296,   538093.22164, -1389088.13464,  6180979.34797, 20230517
TIBB, Tiburon_Peninsul,   37.8908776248, -122.4476077765,  -21.08426, -2704027.16198, -4253049.64803,  3895879.46952, 20230517
TILC, Tilla,              37.6188874521, -118.8628572729, 2165.32278, -2442573.49602, -4431501.71412,  3873345.86005, 20230517
TILL, Tillamook,          45.4551293785, -123.8307681983,   -4.58100, -2495138.25312, -3722866.74385,  4522969.13443, 20230511
TIMM, Timmiarmiut,        62.5355437223,  -42.2861534274,  313.32680,  2182031.00066, -1984531.71400,  5636567.56349, 20230517
TIVA, Tiva_Canyon,        36.9348483294, -116.2297083041, 2034.18333, -2256689.54206, -4580202.24040,  3812838.63601, 20230517
TJRN, TJRN_SCGN_CS2000,   34.4834774587, -120.1325694020,  157.19703, -2642144.70871, -4551973.15266,  3590870.27734, 20230517
TMAP, ThermalAirpSCIGN,   33.6412462122, -116.1604644977,  -66.89968, -2343467.11809, -4770861.34997,  3513350.43925, 20230517
TMBU, Tom_Butte,          43.6018401148, -121.1445698598, 1721.18403, -2393258.27318, -3960380.87550,  4377349.30017, 20230517
TMGO, Table_Mnt_CO1994,   40.1309303465, -105.2327196924, 1674.11135, -1283388.79225, -4713016.42574,  4090190.64030, 20230508
TN13, TDOT_District_13,   35.9436273358,  -83.2073457384,  359.28061,   611486.05688, -5133674.14167,  3723340.34007, 20230517
TN16, TDOT_District_16,   35.9027301645,  -84.6012203809,  216.67467,   486666.57986, -5149565.34675,  3719581.73522, 20230517
TN24, TDOT_District_24,   36.1343674948,  -85.4994023133,  308.34650,   404704.07656, -5141567.13809,  3740425.21347, 20230517
TN35, TDOT_District_35,   36.1039384926,  -87.6226544291,  230.23036,   214014.91478, -5154956.75381,  3737651.58780, 20230517
TN37, Tdot_Columbia,      35.6038285671,  -87.0938136663,  192.71167,   263231.81350, -5185192.46294,  3692652.59619, 20230517
TN44, TDOT_District_44,   35.6404240164,  -88.9190727977,   91.15960,    97896.47733, -5188498.81984,  3695894.07362, 20230517
TNAM, TNAM_TNET_MX2014,   20.5356387265, -103.9668229443, 1222.79089, -1442473.53420, -5799750.17325,  2223753.23768, 20230517
TNAT, TNAT_TNET_MX2014,   18.1301788979,  -98.0411305394, 1301.04558,  -848350.92735, -6005048.53158,  1972487.41267, 20230517
TNCC, TNCC_TNET_MX2015,   18.7910804797, -103.1729573009, 1074.24895, -1376758.47443, -5882326.61044,  2041816.25486, 20230517
TNCM, TNCM_TNET_MX2014,   19.4981385656, -105.0448277816,   83.12367, -1561260.65864, -5808522.11264,  2115435.80701, 20230517
TNCN, TNCN_TNET_MX2016,   18.5537536424, -101.9708199471,  331.71527, -1254644.60846, -5917456.07211,  2016689.20656, 20230517
TNCU, CuauhtemocTN2014,   28.4505545923, -106.7940499774, 2106.98242, -1622054.16911, -5374519.66863,  3021503.63192, 20230517
TNCY, tncy_TNET_MX2015,   16.0585355122,  -97.7591481709,   27.05560,  -827721.56159, -6074723.98467,  1752961.12889, 20230517
TNHM, hermosilloTN2014,   29.0813117338, -110.9703050811,  174.30938, -1996497.58241, -5209121.85030,  3081865.15826, 20230517
TNIF, TNIF_TNET_MX2015,   18.2715051497, -101.8956089092,  282.25703, -1248900.23344, -5928708.18618,  1987030.78912, 20230517
TNLC, TNLC_TNET_MX2015,   19.5061118689, -104.5492300777,  267.89730, -1510929.98735, -5821692.63177,  2116329.50778, 20230517
TNMQ, tnmq_TNET_MX2015,   16.7102816981,  -98.6116304406,  407.25784,  -915018.31952, -6041981.36697,  1822265.45931, 20230517
TNMS, TNMS_TNET_MX2014,   20.5347697735, -104.7966981309, 1221.91836, -1526331.60140, -5778281.53422,  2223662.82458, 20230517
TNMT, TNMT_TNET_MX2017,   19.5857191080, -104.2741192539, 1933.64715, -1482619.27677, -5827543.88085,  2125192.83393, 20230516
TNNP, tnnp_TNET_MX2015,   16.1204507060,  -97.1418890194,  492.80099,  -762050.10328, -6081848.37509,  1759673.61192, 20230517
TNNX, TNNX_TNET_MX2014,   17.4075715618,  -97.2238993397, 2123.12119,  -765783.64636, -6041534.00447,  1896556.91402, 20230517
TNPP, TNPP_TNET_MX2015,   31.3355183868, -113.6316375433,   27.66701, -2185766.84516, -4995501.94329,  3297738.00255, 20230517
TNSJ, tnsj_TNET_MX2015,   16.1724194394,  -96.4895371323, 2741.85713,  -692819.54228, -6090687.51147,  1765824.49016, 20230517
TOIY, TOIY_BRGN_NV2003,   39.5421719493, -117.0494102784, 2299.07063, -2240595.83955, -4388057.91385,  4040378.98647, 20230517
TONO, TONO_BRGN_NV1999,   38.0971930453, -117.1840432005, 2066.02578, -2296771.54144, -4472097.15831,  3915214.26107, 20230517
TORP, TorranceAirSCIGN,   33.7978011097, -118.3306095959,   -5.20170, -2517894.95691, -4670259.46784,  3527827.91236, 20230517
TOST, TOST_SCGN_CS1999,   34.2479588252, -118.8366706257,  274.37920, -2545682.28759, -4623566.84792,  3569370.08849, 20230517
TPOG, Tropico_Hills_GP,   34.8788600721, -118.2285765729,  772.25128, -2477881.10173, -4615699.46176,  3627291.62801, 20230517
TPW2, TPW2_PNGA_OR2000,   46.2073725563, -123.7683642461,  -14.93961, -2457743.11851, -3675721.57126,  4581218.69735, 20230517
TRAK, BommerCanyoSCIGN,   33.6179380280, -117.8034408982,  115.54348, -2480029.74688, -4703110.32480,  3511298.90665, 20230517
TRCP, TamaranchoCS2010,   37.9974257949, -122.6158616689,  217.62767, -2712686.72397, -4239124.00397,  3905352.78518, 20230517
TREO, Trefoldighedens,    64.2770702215,  -41.3750800395,  121.96504,  2082987.24670, -1834790.77423,  5723297.88870, 20230517
TRND, TRND_PNGA_CN1999,   41.0538869938, -124.1508681626,   78.17893, -2703982.05514, -3986137.14093,  4166989.17505, 20230517
TRNT, Trants______2004,   16.7642847643,  -62.1632944303,  -23.30329,  2852496.79029, -5401850.55274,  1827864.77883, 20230517
TSFX, tsfxREGNOMmx2016,   30.9339285107, -114.8106404018,   -7.07375, -2297739.61116, -4970339.77236,  3259608.72179, 20230517
TSTU, Studebaker,         46.2368662972, -122.2240671748, 1248.59793, -2356994.27525, -3739359.06628,  4584399.43153, 20230514
TSWY, TSWY_EBRY_WY2001,   43.6740888875, -110.5974789580, 2190.73416, -1626071.47325, -4326671.07971,  4383484.53309, 20230517
TTSF, SanFernanTTO2015,   10.2767056639,  -61.4655033310,   -3.10803,  2998198.98554, -5514075.91704,  1130376.11910, 20230517
TTUW, UWI_CN45_TTO2014,   10.6395383627,  -61.3990843381,   -7.47660,  3001099.70008, -5504196.92871,  1169841.76907, 20230517
TUKT, Tuktoyaktuk,_Can,   69.4382327842, -132.9943530863,   -1.56327, -1532091.60901, -1643291.78012,  5949315.83043, 20230517
TUMW, TUMW,               46.9843003193, -122.9121623964,   46.03688, -2368471.78530, -3659396.45894,  4640607.95253, 20230517
TUNG, TUNG_BRGN_NV1996,   40.4032002972, -118.2575076944, 1414.77368, -2303207.94126, -4285131.63254,  4113097.42533, 20230517
TWHL, TWHL_PNGA_WA2001,   47.0159048870, -122.9228767962,  107.30115, -2367782.13547, -3656831.58636,  4643048.98829, 20230517
TWIW, Windy_West,         46.2129151373, -122.1587338163, 1630.54511, -2353892.89994, -3743895.75813,  4582832.94080, 20230514
TWMS, Townsend_MSSCIGN,   33.9724569031, -117.7255264297,  208.08212, -2463491.58694, -4687184.98424,  3544029.60309, 20230517
TWRI, West_Ridge,         46.1979016440, -122.2119293314, 2070.87561, -2358172.60288, -3742986.03059,  4581995.49153, 20230514
TXAB, Abilene,            32.5032575506,  -99.7568225858,  488.63763,  -912526.45604, -5306804.96198,  3407890.40501, 20230517
TXAM, Amarillo_RRP2,      35.1535619568, -101.8784671883, 1098.15427, -1074781.97431, -5109722.51023,  3652441.53912, 20230517
TXBA, BOTA_EL_PASO,       31.7655942489, -106.4464395850, 1113.13382, -1536977.01965, -5206615.54181,  3338946.83682, 20230517
TXC1, CenterTX2011,       31.8136910844,  -94.1602632624,   69.46334,  -393567.42339, -5410741.48773,  3342930.54516, 20230517
TXCH, Childress,          34.4596011962, -100.2782821221,  564.00995,  -939438.16650, -5180555.86096,  3588916.86950, 20230517
TXDR, Del_Rio,            29.3644099009, -100.8995115200,  280.16019, -1051964.80588, -5463026.61441,  3109302.61489, 20230517
TXEL, El_Paso_RRP2,       31.6915146329, -106.2715695440, 1122.04817, -1522291.68583, -5215436.96446,  3331963.79972, 20230517
TXHE, Hempstead,          30.0990249794,  -96.0634951698,   47.46268,  -583376.37058, -5491903.26180,  3179899.36163, 20230517
TXJA, Jacksboro,          33.1948205005,  -98.1456269083,  326.08181,  -757040.20756, -5289044.69278,  3472238.11193, 20230517
TXKM, Kermit,             31.8426035694, -103.1086948637,  848.03989, -1230159.94760, -5282665.79912,  3346065.20541, 20230517
TXKR, Kerrville,          30.0649369761,  -99.1214916902,  505.44646,  -875884.08471, -5455223.29306,  3176858.96097, 20230517
TXLF, Lufkin,             31.3563506203,  -94.7183192145,   77.48220,  -448433.39997, -5433128.51243,  3299736.58459, 20230517
TXLL, Llano,              30.7335359166,  -98.6785960903,  306.36684,  -828003.87422, -5424581.80158,  3240692.25484, 20230517
TXLR, Laredo_RRP2,        27.5138687207,  -99.4479302385,  113.65720,  -929245.15425, -5584120.29928,  2928885.87958, 20230517
TXLU, Lubbock_RRP2,       33.5354188253, -101.8428352124,  956.05839, -1092365.50218, -5209399.52903,  3504137.65897, 20230517
TXPE, Presidio,           29.5586487441, -104.3573756929,  766.60275, -1377028.24347, -5379782.89779,  3128289.35903, 20230517
TXPR, Pharr_RRP2,         26.2084836823,  -98.1892587714,   15.16202,  -815655.41734, -5667782.88397,  2799810.35982, 20230517
TXSA, San_Angelo_RRP,     31.4143247524, -100.4728884391,  566.08195,  -990406.53481, -5357903.28864,  3305478.75627, 20230517
TXSN, Sanderson,          30.1525774825, -102.4094899894,  850.89704, -1186342.83832, -5391538.53432,  3185437.63277, 20230517
TXSO, Stanton,            32.1411714067, -101.8076118963,  801.53693, -1106295.65555, -5292026.28554,  3374123.15697, 20230517
TXST, Stephenville,       32.2325923210,  -98.1821954864,  376.60996,  -768629.94142, -5345688.76736,  3382477.26663, 20230517
TXTI, Tilden,             28.4680307622,  -98.5643020376,   57.94269,  -835620.76485, -5548664.32195,  3022230.25981, 20230517
TXTY, Tyler,              32.2496157022,  -95.3936128907,  120.14527,  -507533.02350, -5375534.47368,  3383937.18040, 20230517
TXUV, Uvalde,             29.2005183267,  -99.8271071794,  262.57105,  -951049.05038, -5490498.25147,  3093448.77170, 20230517
TXVA, Victoria,           28.8349319714,  -96.9096005961,    9.79527,  -672698.53077, -5551082.05283,  3057891.81309, 20230517
TXWA, Waco,               31.5777158305,  -97.1105136345,  101.71605,  -673235.45996, -5396982.76858,  3320684.45664, 20230517
TXWF, Wichita_Falls_RR,   33.8539244252,  -98.5055567843,  280.19649,  -784273.09932, -5244214.61766,  3533158.34087, 20230517
TXWT, El_Paso_W_Areaof,   31.8701149745, -106.4426839088, 1193.34558, -1534925.15110, -5200920.18041,  3348838.95666, 20230517
UAGU, uagu_TNET_MX2008,   21.9185037127, -102.3149679797, 1858.78522, -1262988.79354, -5785327.97623,  2366737.39101, 20230517
UCLU, Ucluelet,           48.9256372469, -125.5416408621,   10.10854, -2440669.12418, -3416437.12179,  4785136.83640, 20230517
UCOE, ucoe_TNET_MX2003,   19.8131800613, -101.6944228774, 1975.27834, -1217111.92514, -5880093.49425,  2148920.51847, 20230517
UCSF, UC_San_Francisco,   37.7629702656, -122.4581555340,  154.61212, -2709557.29909, -4260015.45840,  3884773.48466, 20230517
UFDA, UFDA,               47.7550086015, -122.6674174557,   76.60309, -2318801.96878, -3616427.33159,  4698662.63705, 20230517
UNBJ, Fredericton,_Can,   45.9502101669,  -66.6417079586,   22.74129,  1761287.86164, -4078238.52112,  4561417.79105, 20230517
UNIV, Jackson,            42.2856201080,  -84.3859232137,  264.50352,   462323.28625, -4703239.11988,  4269305.47331, 20230517
UNPM, Puerto_Morelos,     20.8685027977,  -86.8681754835,   -0.43410,   325739.10170, -5953361.83562,  2257797.01585, 20230517
UPSA, UPSA_BRGN_NV1997,   39.6271114595, -118.8022828440, 1233.28591, -2370480.27803, -4311480.69914,  4046969.84220, 20230517
UPTC, Universy_Piketon,   41.6288149187,  -79.6640693483,  341.98390,   856680.24706, -4697260.58756,  4215103.93846, 20230517
USGC, USGC_SCGN_CS1998,   33.0300656111, -116.0853396797,  133.46125, -2353663.11052, -4807537.35977,  3456827.38991, 20230517
USLO, USLO_SCGN_CS2000,   35.3118076611, -120.6610994247,  134.64811, -2657201.57911, -4482166.81999,  3666227.54590, 20230517
USMX, Universidad_de_l,   29.8216533463, -109.6810511612,  625.49974, -1865330.57881, -5215100.16855,  3153548.20976, 20230517
USN7, U.S._Naval_Obs7,    38.9205662768,  -77.0662776487,   58.92085,  1112162.04604, -4842854.67412,  3985497.07835, 20230517
UTMG, Upper_Timmiarmii,   62.9272069899,  -43.3064225054, 1471.15941,  2118494.01730, -1996816.16819,  5657600.00423, 20230517
UTON, uton_TNET_MX2001,   19.0334472136,  -98.3162414108, 2157.37035,  -872682.94927, -5970176.21081,  2067553.31151, 20230517
UVFM, University_of_VA,   37.8787485761,  -78.6936870721,  512.94926,   988330.48589, -4943276.27315,  3895144.83786, 20230517
UXAL, uxal_TNET_MX2005,   19.5163577267,  -96.9247581223, 1362.98597,  -725229.88852, -5971341.19844,  2117764.46407, 20230517
VAGP, VA_Gloucester_Pt,   37.2486218818,  -76.4993757871,  -21.16381,  1186732.08494, -4942857.64892,  3839380.24441, 20230517
VALD, Val_D'Or,_Canada,   48.0970575017,  -77.5641698737,  312.92929,   919075.56252, -4167766.37635,  4724323.66160, 20230517
VCAP, Vermont_Capital,    44.2619841337,  -72.5823825410,  159.42804,  1369550.00862, -4365534.91052,  4429096.78646, 20230517
VCST, VentucopaStSCIGN,   34.8515051770, -119.4838651158,  809.59085, -2579272.33076, -4561845.35745,  3624822.69347, 20230517
VCVL, Vacaville_CA2012,   38.3945305428, -121.9469438184,    0.36870, -2648499.22963, -4247231.34149,  3939860.43184, 20230517
VCWA, VCWA,               45.6176267792, -122.5160733689,   77.04136, -2402167.02483, -3768313.67211,  4535677.92567, 20230517
VDCY, VDCY_SCGN_CS2000,   34.1785677137, -118.2200056922,  318.19045, -2497836.88163, -4654542.94623,  3563029.14434, 20230517
VERA, Vera_Cruz_CR2009,   10.8536187610,  -84.8690405187,   64.34204,   560280.97308, -6239744.26245,  1193119.99218, 20230517
VFDG, Vestfjord_Gletsc,   70.2999240462,  -29.8176433192, 1293.53647,  1871345.42556, -1072495.02167,  5983619.71772, 20230517
VIMT, VIMT_SCGN_CS2000,   34.1264504182, -118.5144193110,  553.72768, -2523363.60405, -4644669.73703,  3558376.90381, 20230517
VIS0, Visby_Sweden,       57.6538713334,   18.3673224760,   79.84998,  3246470.04402,  1077900.77997,  5365278.20513, 20230517
VNCO, VNCO_SCGN_CS2000,   34.2757679596, -119.2376756144,   25.63633, -2577030.68415, -4603942.04904,  3571779.60640, 20230517
VNCX, VNCX_SCGN_CS1998,   34.2931954020, -118.4845456518,  328.61094, -2515892.85745, -4636680.23491,  3573547.61156, 20230517
VNDP, VNDP_SCGN_CS1992,   34.5563152464, -120.6164574884,  -11.50899, -2678090.64843, -4525436.76480,  3597432.12157, 20230517
VNPS, VincentPumpSCIGN,   34.5014829423, -118.1211629324,  961.91123, -2480528.98248, -4641490.97484,  3592972.36533, 20230517
VRAI, Veragua__CRI2012,    9.9248488720,  -83.1906384222,  438.33806,   745039.53638, -6239418.06534,  1092137.15634, 20230517
VRNT, VRNT,               46.6368572565, -119.7320340122,  115.86019, -2175808.69616, -3809647.99247,  4614223.64351, 20230517
VTD9, DERBY,              44.9509822564,  -72.1602072503,  283.34601,  1385234.30659, -4304226.89631,  4483695.04857, 20230517
VTIS, MarineExchaSCIGN,   33.7126429880, -118.2938291354,   59.51106, -2517409.62686, -4676543.59560,  3520010.61396, 20230517
VTOR, Vista_TwinCA2012,   33.2250170856, -117.1931903892,  379.93231, -2440868.37234, -4750804.94652,  3475069.80896, 20230517
VTOX, Bradford,           44.0078339648,  -72.1143419909,  125.28419,  1411197.34830, -4372893.27526,  4408804.76235, 20230517
VTRU, RUTLAND,            43.6071320409,  -72.9794239376,  160.29659,  1354043.63023, -4423195.27688,  4376698.60622, 20230517
