ID, Station Name, Latitude (deg), Longitude (deg), Ellipsoidal Elevation (m), X (m), Y (m), Z (m), Epoch Date (YYYYMMDD)
P807, EcRockStPkTX2012,   30.4946435583,  -98.8220428269,  419.03067,  -843665.81092, -5435916.00680,  3217955.51946, 20230517
P808, Antelope2_CS2005,   34.8360205343, -118.6214575601,  914.35905, -2510829.92802, -4601087.09253,  3623472.51437, 20230517
P809, Delano_PlrCA2013,   35.7438999995, -119.2367580948,   62.50976, -2531332.44971, -4522470.71209,  3705201.91909, 20230517
P810, Delano_SBMCA2013,   35.7439574962, -119.2367213273,   62.31943, -2531327.65193, -4522468.94972,  3705206.98579, 20230517
P811, CalCityPlrCA2013,   35.1524324068, -118.0166089392,  708.73449, -2452582.54989, -4609412.96505,  3652114.85091, 20230517
P812, CalCityBSMCA2013,   35.1524999665, -118.0165370443,  708.38711, -2452574.60526, -4609411.98165,  3652120.77991, 20230517
P813, WilburMastWA2013,   47.7592092255, -118.7455263341,  644.05526, -2066038.14079, -3766587.63505,  4699396.72580, 20230517
P814, WilburSDBMWA2013,   47.7592057987, -118.7453850005,  644.40734, -2066029.09910, -3766593.18626,  4699396.73029, 20230517
P815, Quillmast_WA2013,   47.9371877076, -124.5571519419,   36.25041, -2428263.25032, -3525605.87311,  4712227.13654, 20230517
P816, Quillsdbm_WA2013,   47.9371104441, -124.5570871881,   35.77676, -2428262.70356, -3525613.60878,  4712221.02946, 20230517
P817, StClairsviPA2013,   40.1455807359,  -78.5111705686,  384.04564,   972500.03991, -4784765.13028,  4090602.84897, 20230517
P818, P818_YNBR_MT2017,   45.4573534081, -109.5710102280, 1452.48823, -1501533.40719, -4223556.76448,  4524181.01463, 20230517
P819, P819_YNBR_MT2017,   45.4572913737, -109.5711553931, 1453.13013, -1501545.90528, -4223558.01551,  4524176.63491, 20230517
P820, DingbatFltOR2017,   42.8618517233, -124.0539463736,   68.84904, -2622050.52175, -3879465.66875,  4316311.83826, 20230517
P821, WildSafariOR2019,   43.1445510092, -123.4289870911,  252.28435, -2567852.99376, -3890069.62268,  4339405.09502, 20230517
PABH, PABH_PNGA_WA1997,   47.2127998643, -124.2045812855,   12.92122, -2439933.77133, -3589636.08459,  4657876.53550, 20230517
PAFU, Uniontown,          39.9265888227,  -79.6973715755,  326.76528,   876028.95215, -4819219.24334,  4071947.80817, 20230517
PAMS, STROUDSBURG,        40.9955717333,  -75.2510719078,  192.60210,  1227363.79293, -4662208.49369,  4162178.38706, 20230517
PAPC, COUDERSPORT_2,      41.7644164576,  -78.0234324343,  484.62118,   988757.51347, -4661111.03598,  4226445.18857, 20230517
PARY, Parry_Sound,        45.3385537270,  -80.0358922815,  145.00850,   777084.83253, -4423268.46762,  4513977.82326, 20230517
PASS, SCHUYLKILL_HAVEN,   40.6391551300,  -76.1582788541,  164.45796,  1159577.39368, -4706157.31591,  4132205.02329, 20230517
PB1Y, pb1yREGNOMmx2011,   32.6479390163, -115.6924439227,    1.17022, -2330556.27394, -4844173.01736,  3421149.06662, 20230517
PBCH, West_Palm,          26.8462940654,  -80.2192556395,  -16.86567,   967386.15407, -5611812.29439,  2863022.89904, 20230517
PBPP, PBPP_SCGN_CS2000,   34.5082283424, -117.9225759686,  901.97416, -2464205.07138, -4649642.35159,  3593555.14207, 20230517
PCOL, PCOL_PNGA_WA2003,   47.1720561086, -122.5708073131,   79.14531, -2338411.47157, -3660579.92181,  4654847.01353, 20230517
PDTN, Pendleton_OR,       45.6659459179, -118.7569302384,  394.45645, -2148198.56032, -3914526.03915,  4539659.68195, 20230517
PDXA, PORTLAND_AIRPORT,   45.5968724798, -122.6092344151,   -5.00499, -2409148.34483, -3765742.96450,  4534005.57860, 20230517
PEA1, PchTreRch1CA2016,   36.1869071474, -120.7585984152,  789.70896, -2636083.29426, -4429344.77121,  3745416.51369, 20230517
PEA2, PchTreRch2CA2016,   36.1805334261, -120.7668463456,  682.48180, -2636890.23000, -4429249.70173,  3744782.30715, 20230517
PFLD, Paine_Field,        47.8985061611, -122.2821839673,  160.29689, -2288148.86409, -3621986.63962,  4709436.67910, 20230517
PGC5, PGC5,               48.6485321159, -123.4511298633,    3.59232, -2327195.15058, -3522532.64989,  4764828.76614, 20230517
PICL, Pickle_Lake,_Can,   51.4798084646,  -90.1619780555,  315.21418,   -11253.34939, -3980586.78967,  4967210.31160, 20230517
PIE1, Pietown_VLBA_Sit,   34.3015051409, -108.1189293502, 2347.74764, -1640917.12346, -5014781.19893,  3575447.03644, 20230517
PIN1, Pinyon_1___SCIGN,   33.6121575990, -116.4581647790, 1256.18933, -2369511.03512, -4761206.71382,  3511396.39729, 20230517
PKDB, Parkfield,          35.9452418630, -120.5415646368,  589.96117, -2627227.25695, -4452757.12037,  3723620.79360, 20230502
PKDL, Parkdale_ODOT_Ma,   45.5183027596, -121.5636814332,  511.73488, -2343485.46087, -3814697.22781,  4528259.87349, 20230511
PKRD, PKRD_SCGN_CS2000,   34.0715624761, -118.2329097916,  130.84465, -2501961.85326, -4659710.46440,  3553097.93235, 20230517
PKTN, Piketon,            39.0454707984,  -83.0244061437,  143.22132,   602406.44025, -4923544.24121,  3996329.00111, 20230517
PKWD, Packwood_WA,        46.5997970691, -121.6769824188,  306.73006, -2305492.98643, -3736267.75099,  4611532.61115, 20230517
PLMN, Pullman_WA,         46.7339301871, -117.1931057518,  742.96746, -2001520.69869, -3895691.01717,  4622083.14839, 20230517
PLPK, Pilappik,           66.8977283878,  -34.0334631872,  122.37315,  2079880.06977, -1404664.91652,  5844060.07395, 20230517
PMKZ, PMKZ_G61,           61.2836684763, -149.9231727506,   49.75160, -2658774.62947, -1539801.42733,  5570642.37481, 20230517
PMTN, Panorama_Mountai,   37.8313723753, -119.0569318831, 2401.65734, -2450649.74976, -4410747.43009,  3892151.02198, 20230517
PNE2, Playa_Negra_2,      10.1951651100,  -85.8287081350,   19.66949,   456660.00704, -6261477.05791,  1121504.55401, 20230517
PNVL, Prineville,         44.3129219404, -120.8465204775,  873.25513, -2344186.00467, -3925159.07555,  4433647.30865, 20230511
POBG, Polly_Butte,        33.6871336553, -116.9237514755,  982.25049, -2405931.88179, -4737482.42317,  3518168.44727, 20230517
POME, Pomeroy_WA,         46.4799444147, -117.6317096472,  551.03091, -2040738.61023, -3898316.63621,  4602545.07105, 20230517
PPBF, PPBF_SCGN_CS1998,   33.8357288453, -117.1820939623,  428.11893, -2422873.12278, -4718027.43404,  3531564.37988, 20230517
PRDS, PRIDDIS,            50.8713503589, -114.2934999407, 1247.95474, -1659603.22185, -3676725.78548,  4925493.45220, 20230517
PRSR, Prosser_WA,         46.2156759799, -119.7908387914,  197.61386, -2196598.22808, -3836899.16124,  4582010.84267, 20230517
PRX5, Marsh_testCO2016,   39.9494911959, -105.1942699696, 1728.88526, -1283634.47879, -4726427.89304,  4074797.98982, 20230517
PSDM, PuddingstonSCIGN,   34.0917671807, -117.8070968020,  278.38288, -2466733.97398, -4677172.96424,  3555036.90615, 20230517
PSPT, PROSPECT,           42.7548444342, -122.4895082193,  773.27848, -2519776.02075, -3956854.82645,  4308069.04177, 20230511
PTAA, PORT_ANGELES,       48.1168290080, -123.4943616514,   66.85619, -2354268.19539, -3557671.87018,  4725608.52275, 20230517
PTAL, Port_Alberni,       49.2563285531, -124.8609567763,   92.82239, -2384054.13704, -3422429.10111,  4809283.07284, 20230517
PTEX, Testerazo_MX2011,   32.2884542855, -116.5212397328,  340.60182, -2410066.23169, -4829360.91166,  3387696.68906, 20230517
PTGV, Delta_Research_C,   36.4134712623,  -89.6996855420,   58.02672,    26935.52991, -5138873.63305,  3765246.14853, 20230517
PTGX, PTGX_PortavillMO,   36.4135782170,  -89.6996837626,   58.17727,    26935.65321, -5138866.70821,  3765255.78913, 20230517
PTIR, Point_Iroquois,     46.4845831701,  -84.6308438201,  151.40608,   411673.46343, -4380216.83982,  4602610.36224, 20230517
PTRF, Port_Renfrew,       48.5442680239, -124.4130595409,  172.87018, -2390981.89474, -3490234.15455,  4757287.59271, 20230517
PTSG, PTSG_PNGA_CN1999,   41.7827415213, -124.2552010507,  -10.15915, -2681055.92633, -3936889.78815,  4227633.55399, 20230517
PTSN, Patterson_WA,       45.9391580303, -119.6097567123,  118.58734, -2195372.31647, -3863022.34638,  4560632.45899, 20230517
PUJE, Puerto_Jesus,       10.1139780354,  -85.2724787393,   29.18055,   517555.42376, -6258335.96321,  1112666.85825, 20230517
PUMO, Punto_Morales,      10.0644991050,  -84.9667133386,   17.98320,   551029.35931, -6256428.92356,  1107276.72404, 20230517
PUPU, PUPU_PNGA_WA2001,   47.4995584822, -122.0080820411,  542.41737, -2288321.53473, -3660930.75918,  4679864.49144, 20230517
PVE3, PalosVerdesSCIGN,   33.7432995020, -118.4042615829,   71.06140, -2525524.99948, -4670030.51785,  3522845.06458, 20230517
PVHS, PeninsulaHSSCIGN,   33.7794569657, -118.3721705557,  259.59916, -2521924.29098, -4669621.11759,  3526284.10847, 20230517
PVRS, PVRS_SCGN_CS1998,   33.7738657748, -118.3205943789,   59.84009, -2517804.59869, -4672046.75313,  3525657.54948, 20230517
PWEL, Port_Weller,        43.2367320749,  -79.2196685627,   43.84519,   870504.97052, -4571872.97385,  4346729.11118, 20230517
QAQ1, Qaqortoq,           60.7152651210,  -46.0477675531,  110.49027,  2170941.83193, -2251830.04994,  5539988.49801, 20230517
QCY2, QCY2_BARD_CN2006,   36.1610690242, -121.1373535875,  101.45885, -2665893.60324, -4412795.24031,  3742695.75058, 20230517
QIKI, Qikiqtarjuaq_(Ba,   67.5593402133,  -64.0336718813,   13.32071,  1069080.99362, -2195214.23816,  5872519.11478, 20230517
QMAR, Stevens_Pass_WSD,   47.7750994968, -120.9655667695,  812.13645, -2209779.92039, -3682702.79431,  4700708.83959, 20230517
QSEC, Quebrada_Seca,       9.8403799308,  -85.3572721754,   17.74612,   508716.47075, -6264309.71531,  1082860.41871, 20230517
QUAD, QuadraIsndBC,       50.1324940388, -125.3308325067,   -7.36400, -2369026.64033, -3342081.39774,  4872243.31432, 20230517
QUEX, quexREGNOMmx2010,   32.5492059862, -115.1532268656,  -16.23768, -2287365.71307, -4871217.54877,  3411915.34800, 20230517
QUIN, Quincy,             39.9745539268, -120.9444320127, 1105.78105, -2517231.47013, -4198594.93225,  4076531.20129, 20230517
R301, CRAWFORD,           38.6565990237, -107.5909498735, 2024.15089, -1507714.74998, -4755525.19727,  3963883.56980, 20230517
RAGG, Ragtown_GPS,        34.6831396229, -116.1514587319,  729.93465, -2314403.08433, -4713564.47611,  3609432.03438, 20230517
RAMT, RAMT_SCGN_CS2000,   35.3387161351, -117.6833526072, 1406.62052, -2420453.83712, -4613541.68142,  3669399.05580, 20230517
RAPT, Reedley_Airport,    36.6649228358, -119.4487075980,   88.97556, -2518376.64211, -4460528.03832,  3787683.74409, 20230517
RBRU, CVSRN-Ryan_Brune,   36.7591264668, -119.8286702751,   59.24198, -2544781.12794, -4438287.07748,  3796046.50884, 20230517
RCA2, RCA2_SCGN_CS2000,   34.4999839208, -119.7200030028, 1179.24087, -2609202.86553, -4570711.07207,  3592958.39977, 20230517
RCHY, Roachs_Yard,        16.7039044373,  -62.1532086903,  313.15505,  2854496.86247, -5403334.45821,  1821562.41348, 20230517
RDAZ, Azua_AzuaDOM2017,   18.4454936169,  -70.7160560712,   33.44037,  1998844.41274, -5712935.37065,  2005230.55956, 20230517
RDBA, Bani_Per_DOM2017,   18.2769202280,  -70.3283570522,   30.19276,  2039433.16832, -5704810.88880,  1987520.89689, 20230517
RDBN, Bonao_AH_DOM2022,   18.9460263563,  -70.4033492968,  138.46206,  2024071.29602, -5685304.21903,  2057744.56201, 20230517
RDEG, RDEG_PP_RDOM2017,   19.7790059209,  -70.6792590731,   13.10007,  1986516.40322, -5666024.28844,  2144695.85382, 20230501
RDF2, SntgCbllrDOM2016,   19.4518596602,  -70.6802126012,  183.90532,  1990497.60122, -5677682.25822,  2110639.43262, 20230517
RDHI, Higuey_E_DOM2016,   18.5979710480,  -68.7183206432,   61.17976,  2194846.07245, -5634812.16603,  2021242.48300, 20230517
RDM2, MntcristiDOM2022,   19.8500952994,  -71.6434975191,  -22.35687,  1890034.68267, -5696088.14466,  2152087.63409, 20230517
RDMA, Mao_RDMA_DOM2016,   19.5387855558,  -71.0772402200,   65.74979,  1950029.42181, -5688195.67152,  2119671.03427, 20230517
RDMS, RDMSMicheDOM2018,   18.9796076889,  -69.0408162598,  -16.82020,  2158202.08860, -5634302.30424,  2061209.57612, 20230517
RDMT, RDMT_SCGN_CS1999,   34.6439408010, -116.6246896821, 1783.01340, -2354751.84643, -4697273.98007,  3606453.60551, 20230517
RDNE, Neiba_BahDOM2017,   18.5007523037,  -71.4204546986,   91.39084,  1927859.88023, -5735292.02273,  2011050.17210, 20230517
RDOM, Resurgent_Dome,     37.6770682133, -118.8979458483, 2417.50229, -2443476.66661, -4426725.44332,  3878614.62309, 20230517
RDON, Redonda,            16.9341845417,  -62.3462570786,  106.60091,  2832760.75787, -5406214.56836,  1845897.77637, 20230517
RDPP, Costambar_DR2019,   19.8113085349,  -70.7132445192,  -26.60298,  1982742.87051, -5666023.28911,  2148047.05470, 20230517
RDSC, Santiago_DOM2016,   19.4161978631,  -70.7019950432,  184.51442,  1988773.22337, -5679678.83540,  2106916.77964, 20230517
RDSD, Santo_DoDRCR2004,   18.4613982736,  -69.9113225992,   -9.17199,  2078678.94214, -5683737.24938,  2006886.97265, 20230517
RDSF, San_Fran_DOM2015,   19.2857130615,  -70.2464895831,   76.57083,  2035446.94588, -5668097.36214,  2093252.55064, 20230517
RDSJ, SJMaguanaDOM2015,   18.8194764696,  -71.2270052660,  405.17599,  1943676.04893, -5718344.18781,  2044576.28692, 20230517
RDVE, RDVEGA_RFDOM2017,   19.2131225454,  -70.5273304949,   69.02111,  2008520.60591, -5680497.07975,  2085663.80379, 20230517
REDM, REDM_PNGA_OR1998,   44.2597664966, -121.1478834633,  919.82176, -2366949.71959, -3916333.60006,  4429450.99337, 20230517
REED, Reedsport,          43.7010072483, -124.1077990483,  -14.15419, -2589820.99633, -3824028.29325,  4384124.62644, 20230511
REPO, REPO_BRGN_NV1999,   36.8403518638, -116.4683450049, 1479.46743, -2278355.02275, -4576002.69605,  3804115.86063, 20230517
RG05, RG05SilverNM2006,   32.5525258718, -108.3563800101, 1802.33024, -1695205.21943, -5108957.78497,  3413204.19907, 20230517
RG06, RG06FaywodNM2006,   32.6348973339, -107.8647893811, 1633.23224, -1649755.49732, -5118493.90620,  3420811.33760, 20230517
RG08, RG08CauhapNM2006,   32.7283520075, -104.9940649017, 1488.70750, -1389857.84120, -5189170.14142,  3429458.66348, 20230517
RG11, RG11WolfSpNM2006,   36.5231656176, -105.7791029129, 2211.25176, -1395932.52098, -4939997.25400,  3776316.69800, 20230517
RG13, RG13DorseyNM2006,   36.4912580260, -104.2114912416, 2039.56628, -1260752.12465, -4978245.24399,  3773367.62756, 20230517
RG16, RG16ShadowCO2006,   39.8843569409, -106.3485111710, 2597.69266, -1380077.18048, -4704705.31870,  4069806.78751, 20230517
RG21, RG21FreemnCO2006,   37.7678466775, -107.1091970397, 2763.91959, -1485807.02640, -4826934.15206,  3886799.46674, 20230517
RG23, RG23SandNPCO2006,   37.7438722060, -105.4985165204, 2621.25180, -1349950.04143, -4868252.05469,  3884607.38517, 20230517
RG24, RG24SanIsaCO2006,   37.9635243699, -104.9667683907, 2211.93902, -1300762.82534, -4865799.87505,  3903613.48807, 20230517
RHCG, Rose_Hills_Cemet,   34.0009044031, -118.0133549352,  338.69349, -2486229.10083, -4673288.71137,  3546719.13052, 20230517
RHCL, RHCL_SCGN_CS1998,   34.0190532947, -118.0261758586,  176.88163, -2486682.63531, -4671619.84445,  3548297.44818, 20230517
RINK, Rinks_Isbr,         71.8485008828,  -50.9939669002, 1337.91424,  1254672.22986, -1549057.62891,  6039712.39840, 20230517
RKD1, OROVILLE_AIRPORT,   48.9643505864, -119.4130302584,  313.19287, -2060482.65216, -3654823.89678,  4788193.07988, 20230517
RLAP, Reelfoot_Lake_Ai,   36.4742344049,  -89.3454450920,   58.39288,    58660.97802, -5134603.99369,  3770670.52393, 20230517
RMRK, Rimrock,            46.7494710401, -120.7923129289,  477.32958, -2241394.21225, -3761120.97757,  4623073.71744, 20230517
RMVJ, RanchoMissCA2012,   33.4858130764, -117.5553258498,  136.40144, -2463395.05225, -4721002.01072,  3499097.30294, 20230517
RNCH, RNCH_SCGN_CN2001,   35.8999976986, -120.5248324166,  838.84201, -2627525.28483, -4456235.17401,  3719700.95895, 20230517
ROA0, RoatanHondur2007,   16.3181541419,  -86.5268398791,   10.04894,   370926.92779, -6111584.02094,  1780546.89237, 20230517
ROCK, Rocketdyne_SCIGN,   34.2356773587, -118.6764368837,  553.41143, -2533220.61546, -4631542.99566,  3568400.81443, 20230517
ROSS, Rossport,           48.8337292720,  -87.5196023354,  149.84635,   182045.90813, -4202529.92849,  4778520.35863, 20230517
RSTP, RSTP_SCGN_CS1999,   34.8750821411, -118.1929289736,  712.73928, -2475099.05387, -4617408.44638,  3626913.72170, 20230517
RTHS, RialtoHighSSCIGN,   34.0891525055, -117.3533389373,  328.67867, -2429709.64806, -4696742.94348,  3554824.89588, 20230517
RUBO, RUBO_KIVU_RW2022,   -1.7280339136,   29.2559451676, 1464.95048,  5563339.46814,  3116378.16306,  -191091.88972, 20230517
RUBY, RUBY_BRGN_NV1996,   40.6172091656, -115.1228374534, 1881.75557, -2059032.92147, -4391007.61122,  4131473.35531, 20230517
RUNG, Ruthven_GPS,        32.9723110537, -114.9780347055,  119.69430, -2261786.64085, -4855275.87837,  3451447.97175, 20230517
RYMD, Raymond_WSDOT,      46.6841295647, -123.7304121922,  -10.45041, -2433982.43616, -3645409.41366,  4617738.41175, 20230517
S300, S300_BARD_CN1998,   37.6665075654, -121.5582719327,  495.76703, -2645887.55010, -4307855.54508,  3876512.19730, 20230517
SAB1, St_Johns_Saba_NA,   17.6205105830,  -63.2428382062,  278.98845,  2737736.87924, -5429881.67531,  1918480.70317, 20230517
SAB2, Juancho_Irausqui,   17.6458514504,  -63.2205705507,   -3.70431,  2739342.78352, -5427818.26405,  1921067.98478, 20230517
SABN, Grey_Hill_Saba_N,   17.6445573318,  -63.2409395612,  288.14557,  2737557.75490, -5429078.87618,  1921019.95807, 20230511
SABP, Parish_Hill_Saba,   17.6250724800,  -63.2547837720,  310.97550,  2736549.67406, -5430343.06179,  1918971.60821, 20230517
SAJU, Carbondale,         10.0671226527,  -85.7105564506,   73.80793,   469761.36248, -6263059.46290,  1107572.20237, 20230517
SAMM, SAMM,               47.5398625369, -122.0331741500,    7.12484, -2287979.85598, -3656820.05312,  4682496.05122, 20230517
SAN0, SanAndresCO_2007,   12.5804510433,  -81.7157208814,   10.12253,   897071.81433, -6161037.67463,  1380145.01901, 20230517
SAOB, San_Andreas_Geop,   36.7653074835, -121.4471917100,  359.95705, -2669035.76074, -4364494.89123,  3796776.01777, 20230517
SASK, Saskatoon,_Canad,   52.1962539689, -106.3983579860,  578.88054, -1106129.96555, -3758704.91034,  5016675.44561, 20230517
SAWC, Saw,                37.6898969128, -118.9531688677, 2440.34494, -2447329.34444, -4423622.21544,  3879755.86262, 20230517
SBCC, SBCC_SCGN_CS1999,   33.5530028823, -117.6614920202,   88.68590, -2470209.58340, -4712749.12876,  3505284.01382, 20230517
SBRB, San_Bruno_Replac,   37.6864512952, -122.4108486946,  -13.20574, -2708753.22275, -4266526.24020,  3877953.15625, 20230517
SC00, SC00_PNGA_WA2001,   46.9509237430, -120.7246116049, 1178.39672, -2228844.69136, -3750131.83961,  4638903.35252, 20230517
SC01, SC01_NMTU_NM2001,   34.0679522623, -106.9665446097, 2097.41057, -1543918.94568, -5060497.73904,  3553867.82614, 20230517
SC02, SC02_PNGA_WA2001,   48.5461939220, -123.0076119724,  -15.02418, -2304501.62849, -3547589.39868,  4757288.55280, 20230517
SC04, SC04_PNGA_WA2002,   48.9231631890, -123.7041305596,   14.89087, -2329982.50119, -3493115.80810,  4784959.66208, 20230517
SCBY, Kap_Schoubye,       80.2601333445,  -59.5936268570,  544.41471,   547956.36273,  -933731.03119,  6265058.48062, 20230517
SCCP, Stonebrae_Countr,   37.6518459028, -122.0020684688,  419.32898, -2679670.10409, -4288024.11468,  3875177.13822, 20230517
SCGP, Greer_Cpw,          34.9376985573,  -82.2325821100,  278.04663,   707469.60335, -5186587.74672,  3632362.23679, 20230517
SCH2, SCHEFFERVILLE-2,    54.8320906688,  -66.8326202721,  498.43546,  1448636.53888, -3385243.81846,  5191047.26698, 20230517
SCIA, SCIA_SCGN_CS1999,   34.6074477663, -117.3883046844,  831.46386, -2417842.43339, -4666822.19225,  3602580.95890, 20230517
SCIP, SanClementeSCIGN,   32.9144307510, -118.4879444974,  452.86207, -2556588.17698, -4711013.22851,  3446241.92496, 20230517
SCOR, Scoresbysund,       70.4853361370,  -21.9503407639,  128.52123,  1982095.77690,  -798821.03071,  5989464.63827, 20230517
SCUB, Observatorio_Geo,   20.0120639959,  -75.7623172055,   20.93025,  1474537.99824, -5811243.28457,  2168958.89662, 20230517
SCWT, WALTERBORO,         32.9034384890,  -80.6684160404,   -3.36987,   869160.32826, -5289361.35757,  3444970.56081, 20230517
SDHL, SDHL_SCGN_CS2001,   34.2550110963, -116.2789001501,  835.08454, -2336821.86500, -4732586.65999,  3570332.34352, 20230517
SE01, Carbondale,         39.4003496932, -107.2121031386, 1878.83929, -1460814.42018, -4715602.37356,  4027953.03597, 20230517
SEAS, Seaside,            45.9842254798, -123.9224230060,  -12.01629, -2477591.95703, -3683930.66738,  4564020.74199, 20230511
SEAT, SEAT_PNGA_WA1995,   47.6539762465, -122.3094775524,   44.20446, -2300593.72209, -3637846.97890,  4691079.14262, 20230517
SEDR, SEDR_PNGA_WA1997,   48.5215569313, -122.2238494990,   29.83921, -2256869.75626, -3580542.19696,  4755508.03504, 20230517
SELD, SELD_AKDA_AK2000,   59.4457067259, -151.7066727525,   20.51534, -2862121.80756, -1540663.87378,  5469360.37186, 20230517
SENU, Sermip_Nunataa,     61.0695808842,  -47.1413179172,  667.04814,  2104290.43174, -2267763.53146,  5559681.20624, 20230517
SEPR, September_Lobe_R,   46.2003286204, -122.1910485413, 2100.57565, -2356715.54653, -3743697.75787,  4582203.71187, 20230514
SEUB, Bengalen_StEusta,   17.4886575689,  -62.9618316676,   63.46215,  2766242.09910, -5420126.66018,  1904502.03452, 20230517
SEUH, Miriam_C_Schmidt,   17.4745080353,  -62.9523115373,   48.85700,  2767350.23989, -5420073.52209,  1903003.96834, 20230509
SEUS, FD_Roosevelt_Air,   17.4952979547,  -62.9826077244,   -6.14907,  2764146.01700, -5420873.43429,  1905182.05344, 20230517
SEUT, Ground_dove_road,   17.4714783503,  -62.9758614084,   30.93720,  2765160.21118, -5421284.96810,  1902678.74868, 20230517
SFDM, SFDM_SCGN_CS1999,   34.4598075341, -118.7545119951,  291.54432, -2532676.90300, -4615598.42688,  3588781.57521, 20230517
SG27, SG27_AKDA_AK2002,   71.3228922825, -156.6103338146,    9.37676, -1880319.32830,  -813284.22494,  6019923.89271, 20230517
SG33, UTEP,               31.7729022337, -106.5063095560, 1210.52586, -1542319.00483, -5204676.92650,  3339687.16202, 20230517
SGU1, St_George_PUtil,    37.1131929622, -113.5702997591,  894.83371, -2036612.80974, -4668217.06885,  3827958.08694, 20230517
SHE2, Shediac,_Canada,    46.2206920407,  -64.5520132056,  -15.29788,  1899507.72546, -3991722.37106,  4582242.91599, 20230517
SHIN, SHIN_BRGN_CN1996,   40.5916782809, -120.2250467668, 1377.33481, -2442114.77960, -4191757.32305,  4128992.03611, 20230517
SHRC, Sherwin,            37.6249381884, -118.9456300950, 2352.16582, -2448846.09356, -4427739.03786,  3873992.02595, 20230517
SHRK, Shell_Rock,         45.4643144308, -121.5287674059, 1319.51771, -2343694.58112, -3820255.17091,  4524628.99318, 20230517
SHRV, Shreveport,         32.4276865029,  -93.7046388177,   36.73754,  -348187.54814, -5377546.68485,  3400576.82483, 20230517
SIBY, SIBY_Michigan,      42.1701627891,  -83.2413350843,  152.49390,   557185.25688, -4701542.82019,  4259733.45664, 20230517
SIHS, Sicily_Island,      31.8433829345,  -91.6554432226,    5.76562,  -156671.68834, -5420982.33780,  3345694.24484, 20230517
SILK, SilverLake_SCIGN,   34.1028644504, -118.2638766631,  106.23280, -2503548.78686, -4656625.58584,  3555959.76708, 20230517
SKUL, Skull_Mtn,          36.7304542125, -116.2106275925, 1237.32838, -2260889.69571, -4592583.98765,  3794201.40482, 20230517
SKYB, SKYB_SCGN_CS1999,   34.4386258939, -118.4786348997,  520.24757, -2511147.44602, -4629073.79923,  3586973.20300, 20230517
SLAC, SLAC_BARD_CN2002,   37.4165198936, -122.2042687869,   63.66881, -2703116.31382, -4291766.70408,  3854248.14489, 20230517
SLHG, Sleepy_Hollow_GP,   33.1926243558, -116.2540616195,  177.66640, -2363469.63779, -4791785.96570,  3471953.02550, 20230517
SLMS, SLMS_SCGN_CS1999,   33.2922284887, -115.9778453341,  -45.90142, -2337607.12489, -4797512.19818,  3481069.79506, 20230517
SMAI, West_Seattle,       47.5235712378, -122.3450596449,  113.44972, -2308604.74949, -3645500.93302,  4681351.52247, 20230517
SMEL, SMEL_BRGN_UT1997,   39.4256427491, -112.8449304958, 1422.14713, -1915782.24053, -4547480.19020,  4029833.16694, 20230517
SNFD, Sanford,            35.4735294105,  -79.1580578715,   94.09662,   978157.95323, -5107368.36904,  3680831.21623, 20230517
SNOG, Snow_Peak,          34.0352127764, -116.8077936408, 2314.72535, -2387133.56005, -4724124.38567,  3550979.58428, 20230516
SNOQ, SNOQ,               47.3913088781, -121.3882830660,  770.05342, -2253284.29509, -3693170.35917,  4671892.06914, 20230517
SOMT, SOMT_SCGN_CS2000,   34.3199420778, -119.0643387312,  464.25045, -2561925.21440, -4609620.38570,  3576075.01719, 20230517
SONG, San_OnofreCA2012,   33.3807516621, -117.5602656279,   -2.92347, -2466718.79697, -4726378.23838,  3489296.02540, 20230517
SPED, SanPedro,           18.4610160770,  -69.3055728008,  -22.10777,  2138652.38730, -5661444.59111,  2006842.74980, 20230517
SPIC, SPIC_BRGN_UT2003,   39.3062135309, -112.1274776913, 1670.44252, -1861931.23976, -4579082.61537,  4019737.23317, 20230517
SPK1, Fire_Camp_8SCIGN,   34.0593456717, -118.6461673339,  440.14729, -2535992.34298, -4642434.54703,  3552148.54604, 20230514
SPKN, SPKN,               47.6276629559, -117.5025811746,  694.59125, -1988859.23763, -3820142.85439,  4689588.42331, 20230517
SPMS, SPMS_SCGN_CS1998,   33.9926564757, -117.8487807856,  207.04230, -2472983.48070, -4680766.58809,  3545886.98761, 20230517
SPRG, SPRG,               47.3098549554, -117.9753345451,  600.52640, -2032497.10271, -3826544.19314,  4665631.28051, 20230517
SPT0, SP_Boras,           57.7149601304,   12.8913542397,  219.99792,  3328984.34633,   761910.53099,  5369033.80785, 20230517
SRMP, Sermip_Nuunataa,    72.9106784940,  -54.3937113509,  370.55697,  1094652.37149, -1528639.75482,  6074674.57311, 20230517
SROD, SantiagoRodriguz,   19.4752510835,  -71.3411616020,   98.79761,  1924568.65317, -5699372.33972,  2113052.53108, 20230517
SRS1, SRS1_SCGN_CS2000,   34.0043394269, -120.0652273696,   68.23702, -2651739.62091, -4580896.20535,  3546883.76417, 20230517
SSHO, Roosevelt,          47.6822990182, -122.3151664495,   74.10863, -2299721.20244, -3635668.14192,  4693221.90414, 20230517
SSIA, IlopangAptCR2007,   13.6970858071,  -89.1165943585,  626.66657,    95567.12041, -6197785.59253,  1500590.64280, 20230517
